months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
172,39,751958,2011-07-15,OH,250/500,500,1552.78,82111,620962,FEMALE,MD,other-service,bungie-jumping,not-in-family,68425,-28414,2015-02-26,Vehicle Theft,U,Trivial Damage,None,SC,Hillsdale,9744 Texas Drive,19,1,NO,0,1,U,100,2883,2336,5598,Toyota,Camry,1999,N
269,33,576536,1991-01-13,IN,500/1000,1028,1722.17,-43976,469496,MALE,MD,handlers-cleaners,kayaking,wife,0,0,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,6738 Washington Hwy,8,1,U,2,3,NO,61065,7577,5658,38252,Volkswagen,Tahoe,2003,N
307,37,539093,2013-04-15,IL,250/500,500,1324.15,6322270,430104,MALE,Associate,armed-forces,cross-fit,unmarried,31075,-54755,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,None,NY,Northbend,8655 Cherokee Lane,4,1,U,0,2,YES,65806,6445,8889,42327,Chevrolet,A3,1999,N
275,46,522948,1999-07-31,OH,500/1000,1006,1261.69,169997,430104,MALE,PhD,sales,hiking,other-relative,1519,0,2015-01-12,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,1371 Texas Lane,1,1,YES,1,2,NO,93921,6739,8154,56396,Accura,MDX,2007,Y
338,41,549915,2013-04-03,IN,250/500,976,1534.53,-35068,470479,FEMALE,Associate,prof-specialty,kayaking,husband,0,0,2015-01-18,Vehicle Theft,U,Trivial Damage,Police,SC,Northbrook,8586 1st Ridge,13,1,NO,0,2,YES,5853,0,1435,157,Toyota,E400,1997,N
294,46,702268,2005-02-25,OH,250/500,1028,1726.88,123590,450275,FEMALE,MD,machine-op-inspct,chess,unmarried,67536,-17771,2015-01-06,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,1507 Solo Ave,6,3,U,2,2,NO,89168,5666,9098,43071,Toyota,RAM,2000,Y
339,29,576039,1992-02-04,OH,250/500,982,1887.7,119607,617530,FEMALE,College,transport-moving,video-games,wife,80922,-233,2015-02-26,Parked Car,U,Minor Damage,None,VA,Northbend,5074 3rd St,13,1,NO,0,2,NO,12063,419,967,7786,Volkswagen,TL,2007,N
257,39,476089,2008-09-03,IN,500/1000,974,1411.51,-128293,483767,FEMALE,JD,armed-forces,bungie-jumping,wife,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbend,4826 5th St,0,3,U,2,3,U,79841,15561,10976,56657,Volkswagen,95,2009,N
259,31,288658,1999-08-06,IL,500/1000,1017,1048.59,102458,442287,FEMALE,Masters,armed-forces,board-games,not-in-family,0,-19256,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Arlington,7859 4th Ridge,10,3,U,2,2,NO,64190,3430,12603,30359,Toyota,93,2008,N
178,35,594127,1994-08-23,IN,250/500,500,1553.41,151624,455026,FEMALE,MD,handlers-cleaners,bungie-jumping,unmarried,0,-55595,2015-02-23,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NC,Hillsdale,9043 Maple Hwy,3,1,U,2,1,U,4623,217,2294,57749,Mercedes,92x,2003,N
327,37,173882,2002-03-01,OH,250/500,1064,1552.03,6680443,430104,FEMALE,PhD,sales,camping,husband,0,-41761,2015-01-17,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Arlington,9067 Texas Ave,0,1,NO,2,3,YES,90420,2791,5552,33646,BMW,Passat,1999,N
187,30,822103,2012-06-02,OH,100/300,980,1221.22,5132233,598741,FEMALE,Associate,protective-serv,hiking,other-relative,21600,-69895,2015-01-05,Parked Car,Front Collision,Minor Damage,Ambulance,NC,Riverwood,6874 Maple Ridge,8,2,NO,0,0,NO,44782,7013,15144,46932,Volkswagen,95,2006,Y
434,28,842103,2013-07-01,OH,100/300,1904,1782.1,112591,451988,FEMALE,College,exec-managerial,video-games,husband,3043,0,2015-01-12,Vehicle Theft,U,Trivial Damage,None,WV,Hillsdale,4496 Pine Lane,3,1,U,2,2,YES,12072,1656,1655,8907,Nissan,Malibu,2011,N
273,34,827676,1994-09-17,OH,250/500,999,1207.78,27007,608340,FEMALE,JD,other-service,chess,other-relative,0,-2386,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,9751 Tree St,16,1,NO,2,0,U,76605,6972,6320,60252,Dodge,Grand Cherokee,1999,N
256,46,122765,2014-11-14,IL,250/500,1917,1594.1,76876,603455,FEMALE,MD,machine-op-inspct,cross-fit,unmarried,41582,-2652,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Hillsdale,4826 5th St,16,1,U,2,3,NO,94964,20020,7567,46782,Volkswagen,3 Series,2001,N
287,20,946607,2013-07-01,IN,250/500,592,1562.27,27388,472027,MALE,Masters,armed-forces,bungie-jumping,not-in-family,2492,-75,2015-02-23,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,8477 Francis Hwy,7,1,U,1,0,U,41361,10866,6690,44050,Mercedes,Escape,2007,Y
327,36,904638,1992-01-15,IL,500/1000,947,1637.67,33277,466766,FEMALE,College,armed-forces,video-games,wife,1621,-26450,2015-01-05,Vehicle Theft,U,Trivial Damage,None,VA,Springfield,6309 Cherokee Ave,18,1,YES,1,3,YES,15526,1489,2315,9240,Nissan,RAM,2001,N
269,39,810700,2001-06-09,OH,250/500,500,1781.91,7138511,605719,MALE,College,prof-specialty,dancing,unmarried,3107,0,2015-02-26,Parked Car,U,Trivial Damage,None,WV,Riverwood,1532 Washington St,5,1,U,2,2,NO,13799,0,360,4157,Chevrolet,Grand Cherokee,2002,N
22,22,886876,2003-08-01,IL,500/1000,2000,1555.15,183682,448394,FEMALE,High School,prof-specialty,board-games,husband,3224,-23412,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Hillsdale,6067 Weaver Ridge,18,1,YES,2,0,NO,62078,15214,16462,40174,Audi,93,2001,N
314,41,868979,2009-12-11,IL,250/500,1965,1212.94,-126748,613054,FEMALE,PhD,armed-forces,board-games,unmarried,0,0,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6067 Weaver Ridge,20,3,YES,2,2,YES,90091,4675,6605,54759,Nissan,Neon,2005,N
280,41,999435,2012-12-22,IL,250/500,951,1779.81,164794,601931,MALE,MD,exec-managerial,video-games,unmarried,1673,0,2015-02-10,Vehicle Theft,U,Minor Damage,None,PA,Northbrook,8212 Flute Ridge,7,1,NO,2,0,YES,11114,1910,2025,8359,Chevrolet,CRV,2014,N
236,44,971196,1994-06-07,IL,250/500,964,1779.46,150816,461100,FEMALE,PhD,farming-fishing,camping,husband,3841,0,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Arlington,7112 Weaver Ave,18,1,YES,1,3,NO,61074,18410,7436,28340,Accura,Malibu,2009,N
217,35,871170,1993-09-30,IL,250/500,500,1282.03,6047525,463741,MALE,Masters,machine-op-inspct,video-games,unmarried,2005,-881,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Hillsdale,8085 Andromedia St,21,2,YES,1,0,YES,86835,7677,15928,53391,Saab,A3,1997,N
249,30,494499,2010-03-11,IL,100/300,500,1232.32,3330037,601034,MALE,College,sales,yachting,other-relative,0,0,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,7900 Sky Hwy,18,1,YES,2,2,NO,90394,6084,6173,37263,Volkswagen,Pathfinder,2008,Y
173,24,999435,2014-11-14,OH,250/500,1022,1664.29,160114,463825,FEMALE,Masters,exec-managerial,exercise,unmarried,92460,0,2015-01-02,Parked Car,U,Trivial Damage,None,SC,Hillsdale,7583 Washington Ave,9,1,YES,1,3,NO,9719,2431,2413,6873,Volkswagen,Malibu,2012,N
174,40,454579,2001-09-29,OH,250/500,500,1137.96,-64145,456880,MALE,Associate,transport-moving,chess,other-relative,280,-63794,2015-01-11,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,5007 Oak St,16,3,YES,0,2,U,80565,1547,9112,2560,BMW,E400,2001,N
479,38,978726,1997-03-10,OH,250/500,960,2047.59,25601,455811,FEMALE,JD,sales,kayaking,unmarried,39060,-56067,2015-02-17,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Columbus,6603 Francis Hwy,9,1,U,2,3,U,103525,19252,13737,59791,Nissan,95,1995,N
143,31,905586,1992-10-02,IN,250/500,1004,1726.11,-21542,465924,MALE,High School,armed-forces,chess,wife,0,-49748,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Northbrook,6608 MLK Hwy,4,1,YES,2,3,NO,75329,14013,7633,57803,Volkswagen,Camry,2007,Y
236,34,651953,2010-09-11,IN,100/300,1011,1167.8,6543694,483453,FEMALE,PhD,priv-house-serv,sleeping,other-relative,49599,-71685,2015-01-12,Multi-vehicle Collision,U,Minor Damage,Police,SC,Columbus,8336 1st Ridge,4,1,YES,2,3,NO,56704,7492,14664,34113,Volkswagen,Jetta,2002,N
311,35,959507,1990-10-19,IL,250/500,1898,1412.67,-10794,620962,MALE,Masters,prof-specialty,golf,unmarried,56198,0,2015-01-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Arlington,8477 Francis Hwy,13,1,YES,1,0,U,61000,11841,6509,56109,Suburu,A3,2012,Y
248,23,966712,1991-08-22,OH,250/500,999,1579.19,188566,604770,FEMALE,MD,transport-moving,bungie-jumping,unmarried,65219,-13034,2015-02-26,Vehicle Theft,U,Trivial Damage,None,NY,Springfield,9744 Texas Drive,1,1,NO,2,2,NO,16912,273,527,7688,Saab,Grand Cherokee,1998,N
360,37,341999,1999-04-09,OH,250/500,501,1253.02,6597436,620962,FEMALE,Masters,transport-moving,yachting,unmarried,3496,-1294,2015-01-06,Vehicle Theft,U,Trivial Damage,None,NC,Springfield,4492 Andromedia Ave,18,1,U,1,0,U,5349,652,1931,9895,Chevrolet,Accord,1995,N
295,49,779851,1996-08-23,OH,100/300,1034,1716.86,18829,591287,FEMALE,PhD,protective-serv,kayaking,other-relative,1824,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1833 Solo Ave,20,3,U,2,2,NO,81227,4699,8449,31261,Saab,A5,2003,N
299,35,999435,1999-10-19,IL,250/500,958,1345.77,158045,491231,MALE,MD,tech-support,bungie-jumping,unmarried,4871,0,2015-01-19,Vehicle Theft,U,Minor Damage,None,NY,Northbrook,6550 Andromedia St,23,1,YES,1,2,NO,14053,1107,1378,9838,Toyota,Passat,2014,N
469,23,999435,1992-02-04,OH,250/500,1980,1500.77,-97204,464113,MALE,Associate,farming-fishing,video-games,other-relative,4173,0,2015-02-04,Parked Car,U,Trivial Damage,None,WV,Riverwood,1512 Rock Lane,18,1,NO,2,3,NO,16674,2379,56,7722,Volkswagen,95,2000,N
263,33,706328,1991-05-06,IL,500/1000,2000,1659.39,4317258,600435,MALE,High School,priv-house-serv,board-games,other-relative,0,-41326,2015-02-13,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbrook,9728 Britain Hwy,18,1,U,1,2,YES,84275,5325,4518,30505,Toyota,TL,2007,N
151,23,980087,1998-12-19,OH,500/1000,1955,2047.59,56079,430104,MALE,MD,sales,exercise,unmarried,52282,-12629,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Arlington,4965 MLK Drive,2,1,U,0,2,U,100768,19624,12903,36286,Suburu,Impreza,1995,N
322,44,858278,2005-02-26,OH,500/1000,1010,1259.27,6525924,612690,FEMALE,MD,farming-fishing,base-jumping,wife,88178,-18628,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,8624 Francis Ave,16,1,NO,1,0,NO,107271,16420,7411,27165,Suburu,Grand Cherokee,1997,N
291,50,764379,2004-02-29,IL,500/1000,1015,999.81,-120253,448448,MALE,Associate,sales,golf,unmarried,1051,-34887,2015-02-22,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,7551 Britain Lane,3,1,U,2,0,U,97653,6264,7470,37503,Accura,C300,1995,Y
460,20,245884,2006-06-01,OH,250/500,951,1605.64,154858,613088,FEMALE,College,other-service,exercise,unmarried,76382,0,2015-01-02,Vehicle Theft,U,Trivial Damage,None,NY,Northbrook,5022 1st St,23,1,U,2,2,U,9697,1836,2707,6040,Suburu,Passat,2008,N
236,39,100804,1990-04-29,OH,100/300,1002,1446.79,-76391,612725,FEMALE,Associate,prof-specialty,bungie-jumping,unmarried,1228,0,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Hillsdale,4232 Britain Ridge,17,1,NO,2,1,U,85027,7231,6549,47302,Nissan,X6,2000,N
232,42,381719,2007-05-12,OH,250/500,1042,1722.32,-74158,479121,FEMALE,Associate,machine-op-inspct,video-games,wife,51608,-981,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Riverwood,9821 Francis Ave,18,1,YES,2,1,U,88506,7696,5824,47117,Volkswagen,Corolla,2010,Y
471,22,999435,1993-09-30,OH,250/500,945,1449.07,22858,459839,FEMALE,Associate,armed-forces,polo,wife,693,-139,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Columbus,9879 Apache Drive,19,1,U,1,3,U,89723,7180,7946,61292,Volkswagen,Passat,2004,N
325,37,999435,2014-06-03,OH,250/500,2000,1565.99,-52159,458505,FEMALE,JD,handlers-cleaners,board-games,husband,36428,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Columbus,1248 MLK Ridge,20,1,YES,0,2,NO,88976,14876,12417,46188,Toyota,Forrestor,2001,N
422,30,973877,2005-09-21,OH,500/1000,1021,1726.61,56428,462026,MALE,Masters,handlers-cleaners,exercise,not-in-family,3766,0,2015-01-07,Multi-vehicle Collision,U,Minor Damage,Police,NC,Northbrook,4614 MLK Ave,11,1,U,2,2,YES,10243,832,6512,7801,Toyota,Highlander,2003,N
294,39,499638,1999-07-31,IN,100/300,1018,1219.51,-83841,470495,FEMALE,College,sales,movies,unmarried,900,-62677,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Riverwood,3066 Francis Ave,16,1,U,1,3,NO,59445,5517,5529,38394,Chevrolet,Pathfinder,1995,N
151,36,765283,2014-11-14,IN,250/500,1968,1034.97,-74913,620962,FEMALE,College,exec-managerial,golf,not-in-family,40607,0,2015-01-26,Single Vehicle Collision,U,Minor Damage,None,NC,Northbrook,5226 Maple St,6,1,NO,1,0,NO,5535,14595,1844,8555,Toyota,Camry,2008,Y
235,25,697308,1997-02-03,OH,250/500,1029,1949.84,59022,461605,FEMALE,JD,exec-managerial,bungie-jumping,unmarried,978,-2037,2015-01-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,8655 Cherokee Lane,18,1,U,1,1,U,83915,8869,8581,50739,Saab,TL,2001,N
331,23,908100,2007-03-25,OH,100/300,978,1572.37,-73631,620962,FEMALE,Masters,exec-managerial,polo,wife,0,-933,2015-02-24,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Springfield,2986 MLK Drive,17,1,NO,0,3,YES,52037,5257,5727,36683,Nissan,A5,1995,Y
140,24,460624,2005-01-14,IN,250/500,1049,1580.35,81355,465873,MALE,JD,sales,kayaking,unmarried,1027,-36772,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1815 Cherokee Drive,7,1,YES,2,2,U,94856,10868,8583,44249,Volkswagen,Neon,2004,N
317,38,995649,1995-08-28,IN,250/500,1003,1717.75,-41344,620962,FEMALE,Associate,transport-moving,exercise,wife,56632,-45,2015-01-13,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,2787 MLK St,23,1,U,1,2,NO,59281,11605,8225,48703,Chevrolet,Highlander,1999,N
346,35,814805,1994-11-18,IN,500/1000,981,1352.28,-83828,473119,FEMALE,Associate,other-service,base-jumping,unmarried,1481,-595,2015-03-01,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,1507 Solo Ave,10,1,U,2,3,U,98401,14591,17530,48627,Toyota,Legacy,2006,Y
307,30,154045,1997-06-21,OH,100/300,935,1273.0,79562,436300,FEMALE,Associate,armed-forces,bungie-jumping,wife,0,0,2015-02-10,Single Vehicle Collision,Rear Collision,Total Loss,Other,PA,Arlington,9067 Texas Ave,3,3,YES,1,3,YES,92290,17664,8576,50154,Dodge,Ultima,1999,N
479,49,711636,1999-08-11,OH,250/500,1883,1697.48,46908,464390,MALE,PhD,machine-op-inspct,exercise,husband,1242,0,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Arlington,6149 Best Ridge,21,1,U,1,2,YES,93591,9322,7501,45016,Toyota,E400,1998,N
280,30,259644,2002-09-10,OH,250/500,1003,1705.89,57964,445882,FEMALE,Masters,prof-specialty,hiking,unmarried,0,-61781,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,5249 4th Ave,6,1,NO,1,0,U,67417,5120,8002,59097,Mercedes,A5,2003,Y
189,31,819650,2007-03-03,OH,250/500,997,1507.58,4982769,620962,FEMALE,College,priv-house-serv,chess,own-child,1156,-26290,2015-02-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,5608 Solo St,13,1,YES,1,3,U,87972,6946,18445,50059,Chevrolet,TL,1998,N
293,37,999435,2009-04-10,IN,250/500,1993,1562.97,5272628,478736,MALE,Associate,armed-forces,base-jumping,unmarried,0,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Arlington,2430 MLK Ave,5,1,YES,2,2,YES,66092,16351,17662,53190,Volkswagen,X5,1995,Y
303,27,600441,2003-08-01,IN,500/1000,1011,954.56,-219905,483854,MALE,Masters,sales,yachting,unmarried,628,-46879,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Springfield,7135 Flute Lane,5,3,U,0,2,U,114920,5119,9607,69008,BMW,RAM,1997,N
479,23,508194,2009-02-17,IN,500/1000,1976,1305.61,4628643,466634,MALE,PhD,farming-fishing,kayaking,wife,0,-2483,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Police,PA,Columbus,9847 Elm St,5,1,U,1,1,U,72000,925,11058,46466,Accura,95,2006,N
251,37,368580,2001-04-21,OH,100/300,1988,1492.63,-29863,478086,MALE,College,craft-repair,video-games,wife,1595,-40134,2015-01-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Arlington,8701 5th Lane,0,1,NO,2,1,YES,73707,13513,8516,56921,Jeep,RAM,2006,Y
317,20,738886,2011-12-12,OH,250/500,1035,1567.87,34301,472983,FEMALE,Associate,farming-fishing,exercise,unmarried,3457,-1538,2015-02-16,Parked Car,U,Minor Damage,None,SC,Hillsdale,7733 Britain Lane,15,1,NO,1,0,NO,12965,342,437,6680,Mercedes,ML350,2008,N
320,35,883078,1992-08-05,OH,250/500,1021,1662.31,135756,466916,MALE,JD,handlers-cleaners,paintball,husband,55298,0,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Fire,VA,Riverwood,8917 Tree Ridge,12,1,YES,1,2,NO,66679,9209,11868,38116,Accura,Fusion,2002,N
479,42,210324,1999-04-07,IN,500/1000,1010,1685.71,-2223,450888,FEMALE,High School,priv-house-serv,dancing,unmarried,0,-28124,2015-01-29,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbend,6678 Weaver Drive,11,3,YES,2,0,U,82609,12066,7072,52145,Suburu,Highlander,2005,N
354,27,538719,2002-06-08,OH,500/1000,998,1473.07,-143699,497103,MALE,College,transport-moving,chess,not-in-family,90300,-70117,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Arlington,7495 Washington Ave,6,1,YES,0,3,U,76592,7404,8013,25385,Saab,Camry,2002,N
274,24,491127,1999-09-20,OH,500/1000,1025,1734.09,121543,589074,FEMALE,College,other-service,video-games,unmarried,78850,-39299,2015-02-06,Vehicle Theft,U,Trivial Damage,None,WV,Hillsdale,4625 MLK Drive,8,1,NO,1,3,NO,8774,1011,1307,7029,Volkswagen,E400,2010,N
212,34,846111,1994-08-03,OH,250/500,1020,1989.04,-3887,456807,FEMALE,Associate,adm-clerical,movies,not-in-family,3767,0,2015-02-22,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Northbend,8085 Andromedia St,0,1,U,1,3,U,81500,13654,5200,27343,Nissan,MDX,2011,N
178,29,856324,2009-12-11,OH,250/500,984,1413.29,164466,620962,MALE,Associate,exec-managerial,board-games,other-relative,71894,-62256,2015-01-17,Vehicle Theft,U,Minor Damage,None,SC,Northbrook,9529 4th Drive,21,1,U,2,3,NO,11129,1872,2840,11473,Suburu,Highlander,2000,N
210,38,607654,2014-11-14,IN,500/1000,517,1282.04,93061,430104,MALE,High School,exec-managerial,chess,wife,977,0,2015-02-21,Vehicle Theft,Side Collision,Major Damage,Police,NY,Columbus,9639 Britain Ridge,8,1,U,2,3,NO,16381,1752,2049,9335,Suburu,Passat,2004,N
140,33,740724,2006-02-03,OH,100/300,988,1920.93,91921,464799,FEMALE,Masters,farming-fishing,paintball,wife,2276,0,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Hillsdale,8811 Maple Hwy,19,3,U,0,3,NO,91218,20206,9437,48826,Volkswagen,Impreza,2005,N
311,23,310968,1997-02-10,IL,500/1000,1998,1356.54,228344,475434,FEMALE,Associate,protective-serv,yachting,own-child,3777,0,2015-02-02,Vehicle Theft,U,Trivial Damage,None,VA,Northbrook,1512 Rock Lane,6,1,U,1,2,U,3404,2601,2620,9512,Nissan,Corolla,2000,N
212,32,353286,1997-01-18,OH,250/500,2000,1594.35,67595,451474,FEMALE,JD,exec-managerial,base-jumping,unmarried,0,-16931,2015-02-24,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,7819 Oak St,5,1,YES,2,3,U,98407,8220,7727,49112,Mercedes,Highlander,1999,Y
384,42,822876,1994-09-17,OH,500/1000,958,1095.27,49321,620962,FEMALE,PhD,protective-serv,yachting,unmarried,3000,0,2015-01-22,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Riverwood,2123 Texas Ave,22,1,U,0,0,U,59203,6932,8217,39055,Chevrolet,Fusion,2012,Y
130,26,678140,1997-12-25,IN,100/300,1986,1343.26,-19317,468870,FEMALE,College,priv-house-serv,skydiving,own-child,49383,-62907,2015-02-15,Vehicle Theft,Side Collision,Major Damage,Ambulance,WV,Springfield,3486 Flute Ave,21,4,U,2,1,YES,48267,4987,11849,46417,Volkswagen,RAM,2010,N
269,39,922676,2008-09-03,OH,250/500,2000,1736.82,-40359,449713,FEMALE,Masters,priv-house-serv,hiking,not-in-family,1361,-38575,2015-02-15,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,2646 MLK Drive,1,3,NO,1,3,NO,77044,7469,4125,44033,Accura,A3,2003,N
476,23,763635,2000-10-03,IN,500/1000,1018,1569.21,103715,455587,MALE,Associate,sales,base-jumping,own-child,4336,0,2015-02-03,Vehicle Theft,U,Trivial Damage,None,NY,Riverwood,7721 Washington Ridge,6,1,NO,1,1,U,13427,2522,1758,9579,Suburu,RAM,2004,N
259,19,838398,1990-02-03,OH,500/1000,1953,1312.3,-83513,490100,MALE,Masters,machine-op-inspct,dancing,own-child,0,0,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,3089 Oak Ridge,3,1,YES,1,2,NO,65976,6730,16454,49227,Toyota,Tahoe,2013,N
310,25,382127,2009-11-08,IL,250/500,500,1550.04,66505,477799,MALE,Masters,prof-specialty,bungie-jumping,wife,68146,-195,2015-02-01,Single Vehicle Collision,U,Minor Damage,Police,NY,Riverwood,4268 2nd Ave,4,1,U,2,0,U,6855,1238,127,4365,Toyota,Escape,2013,N
252,43,845676,1993-08-30,OH,250/500,500,946.53,-49950,478690,MALE,PhD,tech-support,dancing,unmarried,0,-38965,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8269 Sky Hwy,19,1,YES,1,1,NO,61889,10082,8266,40393,Nissan,93,1997,N
291,32,265393,1995-05-08,IN,100/300,981,1371.02,66250,484664,FEMALE,High School,armed-forces,base-jumping,wife,240,-41957,2015-01-17,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,8618 Texas Lane,20,1,YES,2,3,U,80780,15570,6869,49718,Mercedes,Neon,2000,Y
430,38,819779,2012-06-02,OH,500/1000,500,1464.52,144044,430104,MALE,Masters,sales,dancing,husband,1067,0,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,3654 Cherokee Ave,11,1,NO,2,1,NO,96389,8843,7853,43536,Nissan,Legacy,2008,Y
427,39,100804,1994-08-23,IL,500/1000,989,1562.44,7202,434100,FEMALE,PhD,craft-repair,kayaking,wife,56218,-62785,2015-01-10,Vehicle Theft,Rear Collision,Total Loss,Fire,SC,Hillsdale,5249 4th Ave,6,1,YES,2,3,YES,67679,174,6085,6082,Toyota,CRV,2012,N
